Clases	Tipo de dato	Periodo	Total
1253 Seguros relacionados con la salud	Índice	2004M11	43,834
1253 Seguros relacionados con la salud	Índice	2004M10	43,834
1253 Seguros relacionados con la salud	Índice	2004M09	43,834
1253 Seguros relacionados con la salud	Índice	2004M08	43,834
1253 Seguros relacionados con la salud	Índice	2004M07	43,834
1253 Seguros relacionados con la salud	Índice	2004M06	43,834
1253 Seguros relacionados con la salud	Índice	2004M05	43,834
1253 Seguros relacionados con la salud	Índice	2004M04	43,834
1253 Seguros relacionados con la salud	Índice	2004M03	43,834
1253 Seguros relacionados con la salud	Índice	2004M02	43,834
1253 Seguros relacionados con la salud	Índice	2004M01	43,834
1253 Seguros relacionados con la salud	Índice	2003M12	42,215
1253 Seguros relacionados con la salud	Índice	2003M11	42,215
1253 Seguros relacionados con la salud	Índice	2003M10	42,215
1253 Seguros relacionados con la salud	Índice	2003M09	42,215
1253 Seguros relacionados con la salud	Índice	2003M08	42,215
1253 Seguros relacionados con la salud	Índice	2003M07	42,215
1253 Seguros relacionados con la salud	Índice	2003M06	42,215
1253 Seguros relacionados con la salud	Índice	2003M05	42,215
1253 Seguros relacionados con la salud	Índice	2003M04	42,215
1253 Seguros relacionados con la salud	Índice	2003M03	42,215
1253 Seguros relacionados con la salud	Índice	2003M02	42,215
1253 Seguros relacionados con la salud	Índice	2003M01	42,215
1253 Seguros relacionados con la salud	Índice	2002M12	40,285
1253 Seguros relacionados con la salud	Índice	2002M11	40,285
1253 Seguros relacionados con la salud	Índice	2002M10	40,285
1253 Seguros relacionados con la salud	Índice	2002M09	40,285
1253 Seguros relacionados con la salud	Índice	2002M08	40,285
1253 Seguros relacionados con la salud	Índice	2002M07	40,285
1253 Seguros relacionados con la salud	Índice	2002M06	40,285
1253 Seguros relacionados con la salud	Índice	2002M05	40,285
1253 Seguros relacionados con la salud	Índice	2002M04	40,285
1253 Seguros relacionados con la salud	Índice	2002M03	40,285
1253 Seguros relacionados con la salud	Índice	2002M02	40,285
1253 Seguros relacionados con la salud	Índice	2002M01	40,285
1253 Seguros relacionados con la salud	Variación mensual	2025M01	5,5
1253 Seguros relacionados con la salud	Variación mensual	2024M12	0
1253 Seguros relacionados con la salud	Variación mensual	2024M11	0
1253 Seguros relacionados con la salud	Variación mensual	2024M10	0
1253 Seguros relacionados con la salud	Variación mensual	2024M09	0
1253 Seguros relacionados con la salud	Variación mensual	2024M08	0
1253 Seguros relacionados con la salud	Variación mensual	2024M07	0
1253 Seguros relacionados con la salud	Variación mensual	2024M06	0
1253 Seguros relacionados con la salud	Variación mensual	2024M05	0
1253 Seguros relacionados con la salud	Variación mensual	2024M04	0
1253 Seguros relacionados con la salud	Variación mensual	2024M03	0
1253 Seguros relacionados con la salud	Variación mensual	2024M02	4,3
1253 Seguros relacionados con la salud	Variación mensual	2024M01	5
1253 Seguros relacionados con la salud	Variación mensual	2023M12	0
1253 Seguros relacionados con la salud	Variación mensual	2023M11	0
1253 Seguros relacionados con la salud	Variación mensual	2023M10	0
1253 Seguros relacionados con la salud	Variación mensual	2023M09	0
1253 Seguros relacionados con la salud	Variación mensual	2023M08	0
1253 Seguros relacionados con la salud	Variación mensual	2023M07	0
1253 Seguros relacionados con la salud	Variación mensual	2023M06	0
1253 Seguros relacionados con la salud	Variación mensual	2023M05	0
1253 Seguros relacionados con la salud	Variación mensual	2023M04	0
1253 Seguros relacionados con la salud	Variación mensual	2023M03	0
1253 Seguros relacionados con la salud	Variación mensual	2023M02	1,8
1253 Seguros relacionados con la salud	Variación mensual	2023M01	6,5
1253 Seguros relacionados con la salud	Variación mensual	2022M12	0
1253 Seguros relacionados con la salud	Variación mensual	2022M11	0
1253 Seguros relacionados con la salud	Variación mensual	2022M10	0
1253 Seguros relacionados con la salud	Variación mensual	2022M09	0
1253 Seguros relacionados con la salud	Variación mensual	2022M08	0
1253 Seguros relacionados con la salud	Variación mensual	2022M07	0
1253 Seguros relacionados con la salud	Variación mensual	2022M06	0
1253 Seguros relacionados con la salud	Variación mensual	2022M05	0
1253 Seguros relacionados con la salud	Variación mensual	2022M04	0
1253 Seguros relacionados con la salud	Variación mensual	2022M03	0
1253 Seguros relacionados con la salud	Variación mensual	2022M02	2,5
1253 Seguros relacionados con la salud	Variación mensual	2022M01	4
1253 Seguros relacionados con la salud	Variación mensual	2021M12	0
1253 Seguros relacionados con la salud	Variación mensual	2021M11	0
1253 Seguros relacionados con la salud	Variación mensual	2021M10	0
1253 Seguros relacionados con la salud	Variación mensual	2021M09	0
1253 Seguros relacionados con la salud	Variación mensual	2021M08	0
1253 Seguros relacionados con la salud	Variación mensual	2021M07	0
1253 Seguros relacionados con la salud	Variación mensual	2021M06	0
1253 Seguros relacionados con la salud	Variación mensual	2021M05	0
1253 Seguros relacionados con la salud	Variación mensual	2021M04	0
1253 Seguros relacionados con la salud	Variación mensual	2021M03	0
1253 Seguros relacionados con la salud	Variación mensual	2021M02	0
1253 Seguros relacionados con la salud	Variación mensual	2021M01	5,2
1253 Seguros relacionados con la salud	Variación mensual	2020M12	0
1253 Seguros relacionados con la salud	Variación mensual	2020M11	0
1253 Seguros relacionados con la salud	Variación mensual	2020M10	0
1253 Seguros relacionados con la salud	Variación mensual	2020M09	0
1253 Seguros relacionados con la salud	Variación mensual	2020M08	0
1253 Seguros relacionados con la salud	Variación mensual	2020M07	0
1253 Seguros relacionados con la salud	Variación mensual	2020M06	0
1253 Seguros relacionados con la salud	Variación mensual	2020M05	0
1253 Seguros relacionados con la salud	Variación mensual	2020M04	0
1253 Seguros relacionados con la salud	Variación mensual	2020M03	0
1253 Seguros relacionados con la salud	Variación mensual	2020M02	0
1253 Seguros relacionados con la salud	Variación mensual	2020M01	4,8
1253 Seguros relacionados con la salud	Variación mensual	2019M12	0
1253 Seguros relacionados con la salud	Variación mensual	2019M11	0
1253 Seguros relacionados con la salud	Variación mensual	2019M10	0
1253 Seguros relacionados con la salud	Variación mensual	2019M09	0
1253 Seguros relacionados con la salud	Variación mensual	2019M08	0
1253 Seguros relacionados con la salud	Variación mensual	2019M07	0
1253 Seguros relacionados con la salud	Variación mensual	2019M06	0
1253 Seguros relacionados con la salud	Variación mensual	2019M05	0
1253 Seguros relacionados con la salud	Variación mensual	2019M04	0
1253 Seguros relacionados con la salud	Variación mensual	2019M03	0
1253 Seguros relacionados con la salud	Variación mensual	2019M02	0,4
1253 Seguros relacionados con la salud	Variación mensual	2019M01	4,6
1253 Seguros relacionados con la salud	Variación mensual	2018M12	0
1253 Seguros relacionados con la salud	Variación mensual	2018M11	0
1253 Seguros relacionados con la salud	Variación mensual	2018M10	0
1253 Seguros relacionados con la salud	Variación mensual	2018M09	0
1253 Seguros relacionados con la salud	Variación mensual	2018M08	0
1253 Seguros relacionados con la salud	Variación mensual	2018M07	0
1253 Seguros relacionados con la salud	Variación mensual	2018M06	0
1253 Seguros relacionados con la salud	Variación mensual	2018M05	0
1253 Seguros relacionados con la salud	Variación mensual	2018M04	0,7
1253 Seguros relacionados con la salud	Variación mensual	2018M03	0
1253 Seguros relacionados con la salud	Variación mensual	2018M02	0
1253 Seguros relacionados con la salud	Variación mensual	2018M01	4,4
1253 Seguros relacionados con la salud	Variación mensual	2017M12	0
1253 Seguros relacionados con la salud	Variación mensual	2017M11	0
1253 Seguros relacionados con la salud	Variación mensual	2017M10	0
1253 Seguros relacionados con la salud	Variación mensual	2017M09	0
1253 Seguros relacionados con la salud	Variación mensual	2017M08	0
1253 Seguros relacionados con la salud	Variación mensual	2017M07	0
1253 Seguros relacionados con la salud	Variación mensual	2017M06	0
1253 Seguros relacionados con la salud	Variación mensual	2017M05	0
1253 Seguros relacionados con la salud	Variación mensual	2017M04	0
1253 Seguros relacionados con la salud	Variación mensual	2017M03	0
1253 Seguros relacionados con la salud	Variación mensual	2017M02	0
1253 Seguros relacionados con la salud	Variación mensual	2017M01	4,6
1253 Seguros relacionados con la salud	Variación mensual	2016M12	0
1253 Seguros relacionados con la salud	Variación mensual	2016M11	0
1253 Seguros relacionados con la salud	Variación mensual	2016M10	0
1253 Seguros relacionados con la salud	Variación mensual	2016M09	0
1253 Seguros relacionados con la salud	Variación mensual	2016M08	0
1253 Seguros relacionados con la salud	Variación mensual	2016M07	0
1253 Seguros relacionados con la salud	Variación mensual	2016M06	0
1253 Seguros relacionados con la salud	Variación mensual	2016M05	0
1253 Seguros relacionados con la salud	Variación mensual	2016M04	0
1253 Seguros relacionados con la salud	Variación mensual	2016M03	0
1253 Seguros relacionados con la salud	Variación mensual	2016M02	0
1253 Seguros relacionados con la salud	Variación mensual	2016M01	4,5
1253 Seguros relacionados con la salud	Variación mensual	2015M12	0
1253 Seguros relacionados con la salud	Variación mensual	2015M11	0
1253 Seguros relacionados con la salud	Variación mensual	2015M10	0
1253 Seguros relacionados con la salud	Variación mensual	2015M09	0
1253 Seguros relacionados con la salud	Variación mensual	2015M08	0
1253 Seguros relacionados con la salud	Variación mensual	2015M07	0
1253 Seguros relacionados con la salud	Variación mensual	2015M06	0
1253 Seguros relacionados con la salud	Variación mensual	2015M05	0
1253 Seguros relacionados con la salud	Variación mensual	2015M04	0
1253 Seguros relacionados con la salud	Variación mensual	2015M03	0
1253 Seguros relacionados con la salud	Variación mensual	2015M02	0
1253 Seguros relacionados con la salud	Variación mensual	2015M01	4,6
1253 Seguros relacionados con la salud	Variación mensual	2014M12	0
1253 Seguros relacionados con la salud	Variación mensual	2014M11	0
1253 Seguros relacionados con la salud	Variación mensual	2014M10	0
1253 Seguros relacionados con la salud	Variación mensual	2014M09	0
1253 Seguros relacionados con la salud	Variación mensual	2014M08	0
1253 Seguros relacionados con la salud	Variación mensual	2014M07	0
1253 Seguros relacionados con la salud	Variación mensual	2014M06	0
1253 Seguros relacionados con la salud	Variación mensual	2014M05	0
1253 Seguros relacionados con la salud	Variación mensual	2014M04	0
1253 Seguros relacionados con la salud	Variación mensual	2014M03	0
1253 Seguros relacionados con la salud	Variación mensual	2014M02	2,7
1253 Seguros relacionados con la salud	Variación mensual	2014M01	2,7
1253 Seguros relacionados con la salud	Variación mensual	2013M12	0
1253 Seguros relacionados con la salud	Variación mensual	2013M11	0
1253 Seguros relacionados con la salud	Variación mensual	2013M10	0
1253 Seguros relacionados con la salud	Variación mensual	2013M09	0
1253 Seguros relacionados con la salud	Variación mensual	2013M08	0
1253 Seguros relacionados con la salud	Variación mensual	2013M07	0
1253 Seguros relacionados con la salud	Variación mensual	2013M06	0
1253 Seguros relacionados con la salud	Variación mensual	2013M05	0
1253 Seguros relacionados con la salud	Variación mensual	2013M04	0
1253 Seguros relacionados con la salud	Variación mensual	2013M03	-0,6
1253 Seguros relacionados con la salud	Variación mensual	2013M02	1,1
1253 Seguros relacionados con la salud	Variación mensual	2013M01	3,6
1253 Seguros relacionados con la salud	Variación mensual	2012M12	0
1253 Seguros relacionados con la salud	Variación mensual	2012M11	0
1253 Seguros relacionados con la salud	Variación mensual	2012M10	0
1253 Seguros relacionados con la salud	Variación mensual	2012M09	0
1253 Seguros relacionados con la salud	Variación mensual	2012M08	0
