Clases	Tipo de dato	Periodo	Total
0117 Legumbres y hortalizas	Variación mensual	2020M12	-1,7
0117 Legumbres y hortalizas	Variación mensual	2020M11	-0,9
0117 Legumbres y hortalizas	Variación mensual	2020M10	1,6
0117 Legumbres y hortalizas	Variación mensual	2020M09	2,2
0117 Legumbres y hortalizas	Variación mensual	2020M08	0,3
0117 Legumbres y hortalizas	Variación mensual	2020M07	-2
0117 Legumbres y hortalizas	Variación mensual	2020M06	-2,5
0117 Legumbres y hortalizas	Variación mensual	2020M05	-3,6
0117 Legumbres y hortalizas	Variación mensual	2020M04	6,2
0117 Legumbres y hortalizas	Variación mensual	2020M03	-0,8
0117 Legumbres y hortalizas	Variación mensual	2020M02	0,3
0117 Legumbres y hortalizas	Variación mensual	2020M01	1,6
0117 Legumbres y hortalizas	Variación mensual	2019M12	1,3
0117 Legumbres y hortalizas	Variación mensual	2019M11	0,4
0117 Legumbres y hortalizas	Variación mensual	2019M10	-0,4
0117 Legumbres y hortalizas	Variación mensual	2019M09	-0,5
0117 Legumbres y hortalizas	Variación mensual	2019M08	-0,1
0117 Legumbres y hortalizas	Variación mensual	2019M07	-0,6
0117 Legumbres y hortalizas	Variación mensual	2019M06	-0,8
0117 Legumbres y hortalizas	Variación mensual	2019M05	-2,4
0117 Legumbres y hortalizas	Variación mensual	2019M04	3,1
0117 Legumbres y hortalizas	Variación mensual	2019M03	-2,3
0117 Legumbres y hortalizas	Variación mensual	2019M02	2,1
0117 Legumbres y hortalizas	Variación mensual	2019M01	1,7
0117 Legumbres y hortalizas	Variación mensual	2018M12	0,1
0117 Legumbres y hortalizas	Variación mensual	2018M11	1,1
0117 Legumbres y hortalizas	Variación mensual	2018M10	3,3
0117 Legumbres y hortalizas	Variación mensual	2018M09	1,7
0117 Legumbres y hortalizas	Variación mensual	2018M08	-0,9
0117 Legumbres y hortalizas	Variación mensual	2018M07	-1,1
0117 Legumbres y hortalizas	Variación mensual	2018M06	-1,3
0117 Legumbres y hortalizas	Variación mensual	2018M05	0,5
0117 Legumbres y hortalizas	Variación mensual	2018M04	0,9
0117 Legumbres y hortalizas	Variación mensual	2018M03	-0,4
0117 Legumbres y hortalizas	Variación mensual	2018M02	-0,8
0117 Legumbres y hortalizas	Variación mensual	2018M01	0,4
0117 Legumbres y hortalizas	Variación mensual	2017M12	2,1
0117 Legumbres y hortalizas	Variación mensual	2017M11	-0,8
0117 Legumbres y hortalizas	Variación mensual	2017M10	1,5
0117 Legumbres y hortalizas	Variación mensual	2017M09	2,8
0117 Legumbres y hortalizas	Variación mensual	2017M08	-0,5
0117 Legumbres y hortalizas	Variación mensual	2017M07	-0,1
0117 Legumbres y hortalizas	Variación mensual	2017M06	-3,8
0117 Legumbres y hortalizas	Variación mensual	2017M05	-3,8
0117 Legumbres y hortalizas	Variación mensual	2017M04	1
0117 Legumbres y hortalizas	Variación mensual	2017M03	-4,4
0117 Legumbres y hortalizas	Variación mensual	2017M02	3,9
0117 Legumbres y hortalizas	Variación mensual	2017M01	4
0117 Legumbres y hortalizas	Variación mensual	2016M12	4,2
0117 Legumbres y hortalizas	Variación mensual	2016M11	-0,3
0117 Legumbres y hortalizas	Variación mensual	2016M10	1,3
0117 Legumbres y hortalizas	Variación mensual	2016M09	-0,1
0117 Legumbres y hortalizas	Variación mensual	2016M08	-1
0117 Legumbres y hortalizas	Variación mensual	2016M07	0,7
0117 Legumbres y hortalizas	Variación mensual	2016M06	-2,1
0117 Legumbres y hortalizas	Variación mensual	2016M05	-1,6
0117 Legumbres y hortalizas	Variación mensual	2016M04	1,1
0117 Legumbres y hortalizas	Variación mensual	2016M03	3,3
0117 Legumbres y hortalizas	Variación mensual	2016M02	1,8
0117 Legumbres y hortalizas	Variación mensual	2016M01	-0,8
0117 Legumbres y hortalizas	Variación mensual	2015M12	-0,6
0117 Legumbres y hortalizas	Variación mensual	2015M11	-2,5
0117 Legumbres y hortalizas	Variación mensual	2015M10	2,3
0117 Legumbres y hortalizas	Variación mensual	2015M09	3,9
0117 Legumbres y hortalizas	Variación mensual	2015M08	2,1
0117 Legumbres y hortalizas	Variación mensual	2015M07	-3,3
0117 Legumbres y hortalizas	Variación mensual	2015M06	-1,9
0117 Legumbres y hortalizas	Variación mensual	2015M05	-0,9
0117 Legumbres y hortalizas	Variación mensual	2015M04	0,7
0117 Legumbres y hortalizas	Variación mensual	2015M03	-3,6
0117 Legumbres y hortalizas	Variación mensual	2015M02	6
0117 Legumbres y hortalizas	Variación mensual	2015M01	2
0117 Legumbres y hortalizas	Variación mensual	2014M12	0,5
0117 Legumbres y hortalizas	Variación mensual	2014M11	-0,7
0117 Legumbres y hortalizas	Variación mensual	2014M10	2,9
0117 Legumbres y hortalizas	Variación mensual	2014M09	3,4
0117 Legumbres y hortalizas	Variación mensual	2014M08	-2
0117 Legumbres y hortalizas	Variación mensual	2014M07	-0,9
0117 Legumbres y hortalizas	Variación mensual	2014M06	-2,6
0117 Legumbres y hortalizas	Variación mensual	2014M05	-3,8
0117 Legumbres y hortalizas	Variación mensual	2014M04	0,4
0117 Legumbres y hortalizas	Variación mensual	2014M03	-0,9
0117 Legumbres y hortalizas	Variación mensual	2014M02	-0,5
0117 Legumbres y hortalizas	Variación mensual	2014M01	-1,7
0117 Legumbres y hortalizas	Variación mensual	2013M12	8,3
0117 Legumbres y hortalizas	Variación mensual	2013M11	0,4
0117 Legumbres y hortalizas	Variación mensual	2013M10	-1,7
0117 Legumbres y hortalizas	Variación mensual	2013M09	-1,2
0117 Legumbres y hortalizas	Variación mensual	2013M08	-2,6
0117 Legumbres y hortalizas	Variación mensual	2013M07	-1
0117 Legumbres y hortalizas	Variación mensual	2013M06	-2,6
0117 Legumbres y hortalizas	Variación mensual	2013M05	2,1
0117 Legumbres y hortalizas	Variación mensual	2013M04	1,4
0117 Legumbres y hortalizas	Variación mensual	2013M03	0,8
0117 Legumbres y hortalizas	Variación mensual	2013M02	0,1
0117 Legumbres y hortalizas	Variación mensual	2013M01	-0,6
0117 Legumbres y hortalizas	Variación mensual	2012M12	4,2
0117 Legumbres y hortalizas	Variación mensual	2012M11	1,4
0117 Legumbres y hortalizas	Variación mensual	2012M10	0,5
0117 Legumbres y hortalizas	Variación mensual	2012M09	3,1
0117 Legumbres y hortalizas	Variación mensual	2012M08	-0,1
0117 Legumbres y hortalizas	Variación mensual	2012M07	-1
0117 Legumbres y hortalizas	Variación mensual	2012M06	-2
0117 Legumbres y hortalizas	Variación mensual	2012M05	-2
0117 Legumbres y hortalizas	Variación mensual	2012M04	-1,8
0117 Legumbres y hortalizas	Variación mensual	2012M03	0,8
0117 Legumbres y hortalizas	Variación mensual	2012M02	5,3
0117 Legumbres y hortalizas	Variación mensual	2012M01	0,8
0117 Legumbres y hortalizas	Variación mensual	2011M12	-0,4
0117 Legumbres y hortalizas	Variación mensual	2011M11	-0,3
0117 Legumbres y hortalizas	Variación mensual	2011M10	-0,4
0117 Legumbres y hortalizas	Variación mensual	2011M09	-0,2
0117 Legumbres y hortalizas	Variación mensual	2011M08	-0,7
0117 Legumbres y hortalizas	Variación mensual	2011M07	-1,4
0117 Legumbres y hortalizas	Variación mensual	2011M06	-1,6
0117 Legumbres y hortalizas	Variación mensual	2011M05	0,3
0117 Legumbres y hortalizas	Variación mensual	2011M04	-0,4
0117 Legumbres y hortalizas	Variación mensual	2011M03	-0,1
0117 Legumbres y hortalizas	Variación mensual	2011M02	0,4
0117 Legumbres y hortalizas	Variación mensual	2011M01	0,3
0117 Legumbres y hortalizas	Variación mensual	2010M12	0,8
0117 Legumbres y hortalizas	Variación mensual	2010M11	0,7
0117 Legumbres y hortalizas	Variación mensual	2010M10	-0,3
0117 Legumbres y hortalizas	Variación mensual	2010M09	-0,6
0117 Legumbres y hortalizas	Variación mensual	2010M08	0
0117 Legumbres y hortalizas	Variación mensual	2010M07	0,7
0117 Legumbres y hortalizas	Variación mensual	2010M06	1,2
0117 Legumbres y hortalizas	Variación mensual	2010M05	1,5
0117 Legumbres y hortalizas	Variación mensual	2010M04	1,5
0117 Legumbres y hortalizas	Variación mensual	2010M03	0,9
0117 Legumbres y hortalizas	Variación mensual	2010M02	0,4
0117 Legumbres y hortalizas	Variación mensual	2010M01	0
0117 Legumbres y hortalizas	Variación mensual	2009M12	-0,4
0117 Legumbres y hortalizas	Variación mensual	2009M11	-0,3
0117 Legumbres y hortalizas	Variación mensual	2009M10	-0,3
0117 Legumbres y hortalizas	Variación mensual	2009M09	-0,2
0117 Legumbres y hortalizas	Variación mensual	2009M08	-0,6
0117 Legumbres y hortalizas	Variación mensual	2009M07	-1,2
0117 Legumbres y hortalizas	Variación mensual	2009M06	-1,6
0117 Legumbres y hortalizas	Variación mensual	2009M05	0
0117 Legumbres y hortalizas	Variación mensual	2009M04	0,3
0117 Legumbres y hortalizas	Variación mensual	2009M03	0,3
0117 Legumbres y hortalizas	Variación mensual	2009M02	0,8
0117 Legumbres y hortalizas	Variación mensual	2009M01	0,5
0117 Legumbres y hortalizas	Variación mensual	2008M12	-0,1
0117 Legumbres y hortalizas	Variación mensual	2008M11	-0,2
0117 Legumbres y hortalizas	Variación mensual	2008M10	0,1
0117 Legumbres y hortalizas	Variación mensual	2008M09	-0,1
0117 Legumbres y hortalizas	Variación mensual	2008M08	-0,5
0117 Legumbres y hortalizas	Variación mensual	2008M07	-0,1
0117 Legumbres y hortalizas	Variación mensual	2008M06	1,3
0117 Legumbres y hortalizas	Variación mensual	2008M05	0,7
0117 Legumbres y hortalizas	Variación mensual	2008M04	-0,1
0117 Legumbres y hortalizas	Variación mensual	2008M03	0,3
0117 Legumbres y hortalizas	Variación mensual	2008M02	-0,4
0117 Legumbres y hortalizas	Variación mensual	2008M01	0,5
0117 Legumbres y hortalizas	Variación mensual	2007M12	0,9
0117 Legumbres y hortalizas	Variación mensual	2007M11	0,9
0117 Legumbres y hortalizas	Variación mensual	2007M10	0,2
0117 Legumbres y hortalizas	Variación mensual	2007M09	0
0117 Legumbres y hortalizas	Variación mensual	2007M08	-0,1
0117 Legumbres y hortalizas	Variación mensual	2007M07	-0,1
0117 Legumbres y hortalizas	Variación mensual	2007M06	-0,4
0117 Legumbres y hortalizas	Variación mensual	2007M05	0,1
0117 Legumbres y hortalizas	Variación mensual	2007M04	1,4
0117 Legumbres y hortalizas	Variación mensual	2007M03	0,8
0117 Legumbres y hortalizas	Variación mensual	2007M02	0,9
0117 Legumbres y hortalizas	Variación mensual	2007M01	1
0117 Legumbres y hortalizas	Variación mensual	2006M12	0,9
0117 Legumbres y hortalizas	Variación mensual	2006M11	1,2
0117 Legumbres y hortalizas	Variación mensual	2006M10	0,3
0117 Legumbres y hortalizas	Variación mensual	2006M09	-0,2
0117 Legumbres y hortalizas	Variación mensual	2006M08	-0,8
0117 Legumbres y hortalizas	Variación mensual	2006M07	0,5
0117 Legumbres y hortalizas	Variación mensual	2006M06	1,2
0117 Legumbres y hortalizas	Variación mensual	2006M05	2,3
0117 Legumbres y hortalizas	Variación mensual	2006M04	0,8
0117 Legumbres y hortalizas	Variación mensual	2006M03	-1,3
0117 Legumbres y hortalizas	Variación mensual	2006M02	-0,8
0117 Legumbres y hortalizas	Variación mensual	2006M01	0,4
0117 Legumbres y hortalizas	Variación mensual	2005M12	0,3
0117 Legumbres y hortalizas	Variación mensual	2005M11	0,2
0117 Legumbres y hortalizas	Variación mensual	2005M10	0,3
0117 Legumbres y hortalizas	Variación mensual	2005M09	0,6
0117 Legumbres y hortalizas	Variación mensual	2005M08	0,4
0117 Legumbres y hortalizas	Variación mensual	2005M07	-1
0117 Legumbres y hortalizas	Variación mensual	2005M06	-1,2
0117 Legumbres y hortalizas	Variación mensual	2005M05	0,8
0117 Legumbres y hortalizas	Variación mensual	2005M04	1,2
0117 Legumbres y hortalizas	Variación mensual	2005M03	2,5
0117 Legumbres y hortalizas	Variación mensual	2005M02	2
0117 Legumbres y hortalizas	Variación mensual	2005M01	0,9
0117 Legumbres y hortalizas	Variación mensual	2004M12	0,2
0117 Legumbres y hortalizas	Variación mensual	2004M11	-0,4
0117 Legumbres y hortalizas	Variación mensual	2004M10	-1,5
0117 Legumbres y hortalizas	Variación mensual	2004M09	-2,2
0117 Legumbres y hortalizas	Variación mensual	2004M08	-0,8
0117 Legumbres y hortalizas	Variación mensual	2004M07	-1,3
0117 Legumbres y hortalizas	Variación mensual	2004M06	-0,7
0117 Legumbres y hortalizas	Variación mensual	2004M05	1,5
0117 Legumbres y hortalizas	Variación mensual	2004M04	1
0117 Legumbres y hortalizas	Variación mensual	2004M03	0,2
0117 Legumbres y hortalizas	Variación mensual	2004M02	-0,2
0117 Legumbres y hortalizas	Variación mensual	2004M01	0,7
0117 Legumbres y hortalizas	Variación mensual	2003M12	0,8
0117 Legumbres y hortalizas	Variación mensual	2003M11	1,4
0117 Legumbres y hortalizas	Variación mensual	2003M10	1,8
0117 Legumbres y hortalizas	Variación mensual	2003M09	1,8
0117 Legumbres y hortalizas	Variación mensual	2003M08	0,1
0117 Legumbres y hortalizas	Variación mensual	2003M07	-0,2
0117 Legumbres y hortalizas	Variación mensual	2003M06	0,3
0117 Legumbres y hortalizas	Variación mensual	2003M05	1,3
0117 Legumbres y hortalizas	Variación mensual	2003M04	1,1
0117 Legumbres y hortalizas	Variación mensual	2003M03	0,2
0117 Legumbres y hortalizas	Variación mensual	2003M02	0,1
0117 Legumbres y hortalizas	Variación mensual	2003M01	-0,9
0117 Legumbres y hortalizas	Variación mensual	2002M12	0,4
0117 Legumbres y hortalizas	Variación mensual	2002M11	0,3
0117 Legumbres y hortalizas	Variación mensual	2002M10	0,3
0117 Legumbres y hortalizas	Variación mensual	2002M09	-0,3
0117 Legumbres y hortalizas	Variación mensual	2002M08	-0,2
0117 Legumbres y hortalizas	Variación mensual	2002M07	0
0117 Legumbres y hortalizas	Variación mensual	2002M06	-0,7
0117 Legumbres y hortalizas	Variación mensual	2002M05	0,4
0117 Legumbres y hortalizas	Variación mensual	2002M04	1,9
0117 Legumbres y hortalizas	Variación mensual	2002M03	3
0117 Legumbres y hortalizas	Variación mensual	2002M02	2,8
0117 Legumbres y hortalizas	Variación mensual	2002M01	3
0117 Legumbres y hortalizas	Variación anual	2025M01	1,7
0117 Legumbres y hortalizas	Variación anual	2024M12	0,2
0117 Legumbres y hortalizas	Variación anual	2024M11	1,2
0117 Legumbres y hortalizas	Variación anual	2024M10	3,4
0117 Legumbres y hortalizas	Variación anual	2024M09	0,7
0117 Legumbres y hortalizas	Variación anual	2024M08	2,8
0117 Legumbres y hortalizas	Variación anual	2024M07	4,6
0117 Legumbres y hortalizas	Variación anual	2024M06	1,7
0117 Legumbres y hortalizas	Variación anual	2024M05	2,4
0117 Legumbres y hortalizas	Variación anual	2024M04	0,5
0117 Legumbres y hortalizas	Variación anual	2024M03	-1,9
0117 Legumbres y hortalizas	Variación anual	2024M02	1,9
0117 Legumbres y hortalizas	Variación anual	2024M01	11,8
0117 Legumbres y hortalizas	Variación anual	2023M12	10,5
0117 Legumbres y hortalizas	Variación anual	2023M11	13
0117 Legumbres y hortalizas	Variación anual	2023M10	7,4
0117 Legumbres y hortalizas	Variación anual	2023M09	12,3
0117 Legumbres y hortalizas	Variación anual	2023M08	11,4
0117 Legumbres y hortalizas	Variación anual	2023M07	10,6
0117 Legumbres y hortalizas	Variación anual	2023M06	13,4
0117 Legumbres y hortalizas	Variación anual	2023M05	15,3
0117 Legumbres y hortalizas	Variación anual	2023M04	12,4
0117 Legumbres y hortalizas	Variación anual	2023M03	22,3
0117 Legumbres y hortalizas	Variación anual	2023M02	20,4
0117 Legumbres y hortalizas	Variación anual	2023M01	14,1
0117 Legumbres y hortalizas	Variación anual	2022M12	14,9
0117 Legumbres y hortalizas	Variación anual	2022M11	16
0117 Legumbres y hortalizas	Variación anual	2022M10	21,2
0117 Legumbres y hortalizas	Variación anual	2022M09	16,3
0117 Legumbres y hortalizas	Variación anual	2022M08	14,2
0117 Legumbres y hortalizas	Variación anual	2022M07	13,9
0117 Legumbres y hortalizas	Variación anual	2022M06	12,4
0117 Legumbres y hortalizas	Variación anual	2022M05	8,8
0117 Legumbres y hortalizas	Variación anual	2022M04	11,1
0117 Legumbres y hortalizas	Variación anual	2022M03	6,9
0117 Legumbres y hortalizas	Variación anual	2022M02	5,2
0117 Legumbres y hortalizas	Variación anual	2022M01	1,6
0117 Legumbres y hortalizas	Variación anual	2021M12	5,2
0117 Legumbres y hortalizas	Variación anual	2021M11	0,5
0117 Legumbres y hortalizas	Variación anual	2021M10	-1,1
0117 Legumbres y hortalizas	Variación anual	2021M09	-0,4
0117 Legumbres y hortalizas	Variación anual	2021M08	1,2
0117 Legumbres y hortalizas	Variación anual	2021M07	1
0117 Legumbres y hortalizas	Variación anual	2021M06	0,2
0117 Legumbres y hortalizas	Variación anual	2021M05	0,7
0117 Legumbres y hortalizas	Variación anual	2021M04	-0,7
0117 Legumbres y hortalizas	Variación anual	2021M03	1,7
0117 Legumbres y hortalizas	Variación anual	2021M02	0,5
0117 Legumbres y hortalizas	Variación anual	2021M01	3,2
0117 Legumbres y hortalizas	Variación anual	2020M12	0,2
0117 Legumbres y hortalizas	Variación anual	2020M11	3,2
0117 Legumbres y hortalizas	Variación anual	2020M10	4,6
0117 Legumbres y hortalizas	Variación anual	2020M09	2,6
0117 Legumbres y hortalizas	Variación anual	2020M08	-0,1
0117 Legumbres y hortalizas	Variación anual	2020M07	-0,5
0117 Legumbres y hortalizas	Variación anual	2020M06	1
0117 Legumbres y hortalizas	Variación anual	2020M05	2,7
0117 Legumbres y hortalizas	Variación anual	2020M04	3,9
0117 Legumbres y hortalizas	Variación anual	2020M03	1
0117 Legumbres y hortalizas	Variación anual	2020M02	-0,5
0117 Legumbres y hortalizas	Variación anual	2020M01	1,3
0117 Legumbres y hortalizas	Variación anual	2019M12	1,4
0117 Legumbres y hortalizas	Variación anual	2019M11	0,2
0117 Legumbres y hortalizas	Variación anual	2019M10	0,9
0117 Legumbres y hortalizas	Variación anual	2019M09	4,6
0117 Legumbres y hortalizas	Variación anual	2019M08	7
0117 Legumbres y hortalizas	Variación anual	2019M07	6,1
0117 Legumbres y hortalizas	Variación anual	2019M06	5,5
0117 Legumbres y hortalizas	Variación anual	2019M05	5
0117 Legumbres y hortalizas	Variación anual	2019M04	8,1
0117 Legumbres y hortalizas	Variación anual	2019M03	5,8
0117 Legumbres y hortalizas	Variación anual	2019M02	7,8
0117 Legumbres y hortalizas	Variación anual	2019M01	4,7
0117 Legumbres y hortalizas	Variación anual	2018M12	3,4
0117 Legumbres y hortalizas	Variación anual	2018M11	5,5
0117 Legumbres y hortalizas	Variación anual	2018M10	3,5
0117 Legumbres y hortalizas	Variación anual	2018M09	1,7
0117 Legumbres y hortalizas	Variación anual	2018M08	2,7
0117 Legumbres y hortalizas	Variación anual	2018M07	3,2
0117 Legumbres y hortalizas	Variación anual	2018M06	4,3
0117 Legumbres y hortalizas	Variación anual	2018M05	1,7
0117 Legumbres y hortalizas	Variación anual	2018M04	-2,6
0117 Legumbres y hortalizas	Variación anual	2018M03	-2,6
0117 Legumbres y hortalizas	Variación anual	2018M02	-6,5
0117 Legumbres y hortalizas	Variación anual	2018M01	-2,1
0117 Legumbres y hortalizas	Variación anual	2017M12	1,4
0117 Legumbres y hortalizas	Variación anual	2017M11	3,5
0117 Legumbres y hortalizas	Variación anual	2017M10	4
0117 Legumbres y hortalizas	Variación anual	2017M09	3,8
0117 Legumbres y hortalizas	Variación anual	2017M08	0,9
0117 Legumbres y hortalizas	Variación anual	2017M07	0,3
0117 Legumbres y hortalizas	Variación anual	2017M06	1,1
0117 Legumbres y hortalizas	Variación anual	2017M05	2,9
0117 Legumbres y hortalizas	Variación anual	2017M04	5,2
0117 Legumbres y hortalizas	Variación anual	2017M03	5,4
0117 Legumbres y hortalizas	Variación anual	2017M02	13,9
0117 Legumbres y hortalizas	Variación anual	2017M01	11,6
0117 Legumbres y hortalizas	Variación anual	2016M12	6,5
0117 Legumbres y hortalizas	Variación anual	2016M11	1,7
0117 Legumbres y hortalizas	Variación anual	2016M10	-0,5
0117 Legumbres y hortalizas	Variación anual	2016M09	0,5
0117 Legumbres y hortalizas	Variación anual	2016M08	4,5
0117 Legumbres y hortalizas	Variación anual	2016M07	7,8
0117 Legumbres y hortalizas	Variación anual	2016M06	3,5
0117 Legumbres y hortalizas	Variación anual	2016M05	3,7
0117 Legumbres y hortalizas	Variación anual	2016M04	4,4
0117 Legumbres y hortalizas	Variación anual	2016M03	4
0117 Legumbres y hortalizas	Variación anual	2016M02	-2,9
0117 Legumbres y hortalizas	Variación anual	2016M01	1,1
0117 Legumbres y hortalizas	Variación anual	2015M12	4
0117 Legumbres y hortalizas	Variación anual	2015M11	5,1
0117 Legumbres y hortalizas	Variación anual	2015M10	7
0117 Legumbres y hortalizas	Variación anual	2015M09	7,6
0117 Legumbres y hortalizas	Variación anual	2015M08	7
0117 Legumbres y hortalizas	Variación anual	2015M07	2,8
0117 Legumbres y hortalizas	Variación anual	2015M06	5,4
0117 Legumbres y hortalizas	Variación anual	2015M05	4,7
0117 Legumbres y hortalizas	Variación anual	2015M04	1,6
0117 Legumbres y hortalizas	Variación anual	2015M03	1,2
0117 Legumbres y hortalizas	Variación anual	2015M02	4
0117 Legumbres y hortalizas	Variación anual	2015M01	-2,4
0117 Legumbres y hortalizas	Variación anual	2014M12	-6
0117 Legumbres y hortalizas	Variación anual	2014M11	1,4
0117 Legumbres y hortalizas	Variación anual	2014M10	2,5
0117 Legumbres y hortalizas	Variación anual	2014M09	-2,1
0117 Legumbres y hortalizas	Variación anual	2014M08	-6,4
0117 Legumbres y hortalizas	Variación anual	2014M07	-7
0117 Legumbres y hortalizas	Variación anual	2014M06	-7,2
0117 Legumbres y hortalizas	Variación anual	2014M05	-7,2
0117 Legumbres y hortalizas	Variación anual	2014M04	-1,5
0117 Legumbres y hortalizas	Variación anual	2014M03	-0,5
0117 Legumbres y hortalizas	Variación anual	2014M02	1,2
0117 Legumbres y hortalizas	Variación anual	2014M01	1,8
0117 Legumbres y hortalizas	Variación anual	2013M12	3
0117 Legumbres y hortalizas	Variación anual	2013M11	-0,9
0117 Legumbres y hortalizas	Variación anual	2013M10	0,1
0117 Legumbres y hortalizas	Variación anual	2013M09	2,4
0117 Legumbres y hortalizas	Variación anual	2013M08	6,9
0117 Legumbres y hortalizas	Variación anual	2013M07	9,6
0117 Legumbres y hortalizas	Variación anual	2013M06	9,6
0117 Legumbres y hortalizas	Variación anual	2013M05	10,2
0117 Legumbres y hortalizas	Variación anual	2013M04	5,8
0117 Legumbres y hortalizas	Variación anual	2013M03	2,4
0117 Legumbres y hortalizas	Variación anual	2013M02	2,5
0117 Legumbres y hortalizas	Variación anual	2013M01	7,9
0117 Legumbres y hortalizas	Variación anual	2012M12	9,4
0117 Legumbres y hortalizas	Variación anual	2012M11	4,6
0117 Legumbres y hortalizas	Variación anual	2012M10	2,8
0117 Legumbres y hortalizas	Variación anual	2012M09	1,8
0117 Legumbres y hortalizas	Variación anual	2012M08	-1,6
0117 Legumbres y hortalizas	Variación anual	2012M07	-2,2
0117 Legumbres y hortalizas	Variación anual	2012M06	-2,6
0117 Legumbres y hortalizas	Variación anual	2012M05	-2,2
0117 Legumbres y hortalizas	Variación anual	2012M04	0,1
0117 Legumbres y hortalizas	Variación anual	2012M03	1,5
0117 Legumbres y hortalizas	Variación anual	2012M02	0,6
0117 Legumbres y hortalizas	Variación anual	2012M01	-4,1
0117 Legumbres y hortalizas	Variación anual	2011M12	-4,7
0117 Legumbres y hortalizas	Variación anual	2011M11	-3,6
0117 Legumbres y hortalizas	Variación anual	2011M10	-2,6
0117 Legumbres y hortalizas	Variación anual	2011M09	-2,4
0117 Legumbres y hortalizas	Variación anual	2011M08	-2,8
0117 Legumbres y hortalizas	Variación anual	2011M07	-2,1
0117 Legumbres y hortalizas	Variación anual	2011M06	0,1
0117 Legumbres y hortalizas	Variación anual	2011M05	2,9
0117 Legumbres y hortalizas	Variación anual	2011M04	4,2
0117 Legumbres y hortalizas	Variación anual	2011M03	6,2
0117 Legumbres y hortalizas	Variación anual	2011M02	7,3
0117 Legumbres y hortalizas	Variación anual	2011M01	7,2
0117 Legumbres y hortalizas	Variación anual	2010M12	7
0117 Legumbres y hortalizas	Variación anual	2010M11	5,8
0117 Legumbres y hortalizas	Variación anual	2010M10	4,8
0117 Legumbres y hortalizas	Variación anual	2010M09	4,8
0117 Legumbres y hortalizas	Variación anual	2010M08	5,2
0117 Legumbres y hortalizas	Variación anual	2010M07	4,6
0117 Legumbres y hortalizas	Variación anual	2010M06	2,6
0117 Legumbres y hortalizas	Variación anual	2010M05	-0,3
0117 Legumbres y hortalizas	Variación anual	2010M04	-1,8
0117 Legumbres y hortalizas	Variación anual	2010M03	-3
0117 Legumbres y hortalizas	Variación anual	2010M02	-3,5
0117 Legumbres y hortalizas	Variación anual	2010M01	-3,1
0117 Legumbres y hortalizas	Variación anual	2009M12	-2,6
0117 Legumbres y hortalizas	Variación anual	2009M11	-2,3
0117 Legumbres y hortalizas	Variación anual	2009M10	-2,2
0117 Legumbres y hortalizas	Variación anual	2009M09	-1,9
0117 Legumbres y hortalizas	Variación anual	2009M08	-1,8
0117 Legumbres y hortalizas	Variación anual	2009M07	-1,8
0117 Legumbres y hortalizas	Variación anual	2009M06	-0,7
0117 Legumbres y hortalizas	Variación anual	2009M05	2,3
0117 Legumbres y hortalizas	Variación anual	2009M04	3
0117 Legumbres y hortalizas	Variación anual	2009M03	2,6
0117 Legumbres y hortalizas	Variación anual	2009M02	2,6
0117 Legumbres y hortalizas	Variación anual	2009M01	1,3
0117 Legumbres y hortalizas	Variación anual	2008M12	1,3
0117 Legumbres y hortalizas	Variación anual	2008M11	2,3
0117 Legumbres y hortalizas	Variación anual	2008M10	3,4
0117 Legumbres y hortalizas	Variación anual	2008M09	3,6
0117 Legumbres y hortalizas	Variación anual	2008M08	3,7
0117 Legumbres y hortalizas	Variación anual	2008M07	4,2
0117 Legumbres y hortalizas	Variación anual	2008M06	4,2
0117 Legumbres y hortalizas	Variación anual	2008M05	2,5
0117 Legumbres y hortalizas	Variación anual	2008M04	1,9
0117 Legumbres y hortalizas	Variación anual	2008M03	3,4
0117 Legumbres y hortalizas	Variación anual	2008M02	3,9
0117 Legumbres y hortalizas	Variación anual	2008M01	5,4
0117 Legumbres y hortalizas	Variación anual	2007M12	5,8
0117 Legumbres y hortalizas	Variación anual	2007M11	5,9
0117 Legumbres y hortalizas	Variación anual	2007M10	6,2
0117 Legumbres y hortalizas	Variación anual	2007M09	6,2
0117 Legumbres y hortalizas	Variación anual	2007M08	6,1
0117 Legumbres y hortalizas	Variación anual	2007M07	5,3
0117 Legumbres y hortalizas	Variación anual	2007M06	5,9
0117 Legumbres y hortalizas	Variación anual	2007M05	7,6
0117 Legumbres y hortalizas	Variación anual	2007M04	10
0117 Legumbres y hortalizas	Variación anual	2007M03	9,3
0117 Legumbres y hortalizas	Variación anual	2007M02	7
0117 Legumbres y hortalizas	Variación anual	2007M01	5,2
0117 Legumbres y hortalizas	Variación anual	2006M12	4,7
0117 Legumbres y hortalizas	Variación anual	2006M11	4
0117 Legumbres y hortalizas	Variación anual	2006M10	3
0117 Legumbres y hortalizas	Variación anual	2006M09	3
0117 Legumbres y hortalizas	Variación anual	2006M08	3,8
0117 Legumbres y hortalizas	Variación anual	2006M07	5,1
0117 Legumbres y hortalizas	Variación anual	2006M06	3,5
0117 Legumbres y hortalizas	Variación anual	2006M05	1
0117 Legumbres y hortalizas	Variación anual	2006M04	-0,5
0117 Legumbres y hortalizas	Variación anual	2006M03	-0,1
0117 Legumbres y hortalizas	Variación anual	2006M02	3,8
